oad_Type,Road_Condition,Weather_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity_Level
Highway,Dry,Storm,70,80,Car,21,95,24,1,1,1,0,0,Medium
Highway,Dry,Fog,67,80,Bus,20,97,33,1,0,1,1,1,Medium
Urban,Dry,Fog,42,50,Bus,21,96,41,0,0,1,1,1,Low
Rural,Dry,Storm,25,40,Bike,25,93,31,0,0,1,0,1,Medium
Rural,Dry,Fog,37,40,Bike,18,87,16,1,1,1,0,0,Medium
Highway,Wet,Cloudy,82,80,Car,25,55,98,0,0,1,0,0,Medium
Highway,Dry,Cloudy,70,80,Bike,30,51,87,1,0,1,1,0,Low
Highway,Dry,Rainy,67,80,Bus,26,73,62,0,0,1,1,0,Low
Urban,Wet,Sunny,61,50,Bike,32,49,67,1,1,1,0,1,Medium
Urban,Wet,Storm,69,50,Car,26,89,38,1,1,1,1,1,High
Urban,Dry,Cloudy,63,50,Bus,30,42,80,1,0,0,1,1,Low
Rural,Wet,Fog,30,40,Bus,21,95,20,1,1,1,0,0,High
Urban,Dry,Rainy,49,50,Bike,29,82,41,1,1,0,1,1,Medium
Urban,Dry,Sunny,64,50,Truck,34,34,98,1,1,0,0,1,Low
Highway,Dry,Sunny,93,80,Truck,39,37,96,0,0,1,1,1,Low
Rural,Dry,Storm,22,40,Truck,27,94,28,1,0,0,1,1,Medium
Urban,Wet,Sunny,38,50,Bus,35,51,79,0,0,0,1,0,Low
Highway,Wet,Rainy,97,80,Car,25,78,60,0,0,1,0,0,Medium
Urban,Dry,Storm,78,50,Truck,21,91,28,1,0,0,1,0,Medium
Highway,Dry,Rainy,75,80,Car,28,84,50,1,0,1,1,0,Medium
Rural,Dry,Fog,45,40,Car,23,86,13,0,0,0,1,0,Medium
Highway,Dry,Storm,68,80,Truck,26,89,10,1,1,0,0,0,Medium
Rural,Wet,Fog,32,40,Bike,19,96,36,0,1,1,0,0,Medium
Highway,Dry,Fog,78,80,Bike,24,85,12,0,0,1,1,1,Medium
Highway,Wet,Rainy,96,80,Car,24,82,34,0,0,1,1,0,High
Highway,Wet,Storm,116,80,Truck,25,81,39,0,1,0,1,1,High
Rural,Wet,Cloudy,46,40,Car,27,62,73,1,0,1,1,0,Medium
Highway,Dry,Sunny,86,80,Car,28,36,85,1,0,1,1,0,Medium
Highway,Wet,Cloudy,63,80,Truck,30,44,99,0,0,0,1,0,Low
Urban,Dry,Cloudy,77,50,Bike,24,51,60,1,1,1,0,1,Medium
Highway,Dry,Rainy,115,80,Car,28,88,58,1,1,1,1,0,Medium
Highway,Dry,Storm,66,80,Bike,25,97,33,0,0,0,1,1,Medium
Highway,Dry,Rainy,117,80,Truck,22,89,30,1,0,0,0,1,Medium
Urban,Damaged,Fog,69,50,Bus,20,98,42,1,1,0,0,0,Medium
Highway,Dry,Cloudy,112,80,Bike,25,69,73,1,1,0,0,0,Low
Urban,Damaged,Cloudy,31,50,Bus,30,44,68,1,0,0,0,0,Low
Rural,Dry,Sunny,64,40,Bike,35,31,69,0,0,1,0,0,Low
Highway,Dry,Rainy,81,80,Car,23,71,53,1,0,1,0,0,Medium
Rural,Dry,Cloudy,41,40,Car,30,66,93,0,0,0,1,0,Low
Urban,Damaged,Rainy,38,50,Truck,22,76,50,0,1,1,0,0,Medium
Rural,Dry,Fog,41,40,Car,21,86,39,1,1,0,1,0,High
Rural,Wet,Cloudy,37,40,Bus,29,66,87,0,1,0,0,1,Low
Rural,Dry,Sunny,22,40,Bike,29,40,71,0,1,0,1,0,Low
Highway,Damaged,Fog,112,80,Bike,20,91,33,0,0,0,0,0,High
Urban,Damaged,Sunny,35,50,Truck,28,48,86,0,1,0,1,0,Low
Urban,Dry,Storm,52,50,Car,26,91,18,1,1,0,0,1,Medium
Highway,Dry,Storm,65,80,Bus,24,87,47,1,0,1,0,1,Low
Highway,Damaged,Storm,78,80,Bike,24,93,32,1,1,0,0,0,Medium
Urban,Dry,Storm,53,50,Bike,24,90,48,0,0,0,0,0,Medium
Rural,Dry,Storm,44,40,Bike,25,93,20,1,0,0,0,0,Medium
Highway,Dry,Cloudy,117,80,Car,27,52,74,1,1,1,1,0,Medium
Rural,Dry,Rainy,52,40,Car,29,81,30,1,1,0,0,0,Medium
Urban,Wet,Storm,69,50,Bike,20,96,27,1,1,1,1,1,High
Highway,Wet,Fog,69,80,Bike,24,89,44,1,0,1,1,0,Medium
Urban,Wet,Storm,56,50,Bus,24,90,15,0,1,1,1,0,High
Urban,Dry,Storm,48,50,Bus,21,82,16,0,1,1,1,0,Medium
Highway,Dry,Storm,81,80,Bus,27,99,13,1,0,1,1,1,High
Rural,Wet,Fog,38,40,Bus,19,87,20,1,1,1,0,1,High
Rural,Wet,Storm,39,40,Car,22,99,35,1,1,1,0,0,High
Highway,Dry,Storm,97,80,Bike,21,99,10,1,1,1,0,1,High
Highway,Dry,Rainy,108,80,Truck,22,93,62,1,0,1,1,0,Medium
Highway,Wet,Rainy,92,80,Car,29,91,68,0,1,1,1,0,High
Rural,Dry,Rainy,62,40,Bus,26,92,53,1,0,1,1,0,Medium
Highway,Dry,Storm,60,80,Car,22,81,23,0,0,0,0,0,Medium
Urban,Dry,Rainy,50,50,Car,23,85,36,0,1,0,0,1,Medium
Highway,Dry,Sunny,107,80,Bus,35,43,78,0,1,1,0,0,Low
Highway,Dry,Fog,65,80,Bus,18,91,46,0,0,1,0,1,Low
Urban,Damaged,Cloudy,70,50,Car,25,60,88,0,0,1,0,0,Medium
Rural,Dry,Rainy,21,40,Car,29,87,45,0,1,0,0,0,Low
Highway,Dry,Rainy,86,80,Bike,24,80,35,0,0,0,0,1,Medium
Urban,Dry,Sunny,54,50,Bike,30,32,65,1,0,0,0,0,Low
Rural,Dry,Sunny,35,40,Bus,29,40,93,0,1,0,0,0,Low
Highway,Dry,Storm,92,80,Bus,26,80,23,0,0,1,1,0,Medium
Urban,Dry,Rainy,45,50,Car,24,93,57,1,1,1,0,0,Medium
Highway,Dry,Fog,78,80,Car,21,96,16,1,0,0,0,0,Medium
Highway,Dry,Rainy,84,80,Bus,26,75,61,1,0,1,1,1,Medium
Highway,Dry,Cloudy,85,80,Car,25,59,82,1,0,0,0,0,Low
Rural,Dry,Fog,37,40,Bus,22,86,33,0,1,1,0,0,Medium
Rural,Dry,Rainy,21,40,Bike,28,79,44,0,0,0,0,0,Low
Highway,Wet,Sunny,109,80,Bike,28,40,99,0,1,1,1,1,Medium
Highway,Damaged,Fog,96,80,Bus,23,97,12,1,0,0,0,0,High
Highway,Wet,Fog,99,80,Bike,20,97,42,0,0,1,0,0,Medium
Urban,Damaged,Storm,46,50,Bike,22,81,42,0,0,1,0,1,Medium
Urban,Wet,Storm,72,50,Bus,25,81,49,0,0,1,0,0,Medium
Urban,Dry,Fog,42,50,Bus,21,87,39,1,1,0,0,1,Medium
Highway,Dry,Fog,104,80,Car,21,96,17,0,1,1,1,1,High
Highway,Dry,Storm,63,80,Car,24,92,33,1,1,1,1,1,Medium
Highway,Dry,Cloudy,110,80,Bike,28,66,61,1,1,1,1,0,Medium
Highway,Wet,Storm,114,80,Bike,25,88,23,0,1,0,0,1,High
Highway,Dry,Cloudy,115,80,Car,28,64,98,0,1,0,1,0,Low
Urban,Wet,Cloudy,66,50,Bus,24,41,78,0,0,1,0,1,Medium
Urban,Dry,Sunny,60,50,Bus,32,49,69,0,0,1,1,0,Low
Highway,Wet,Cloudy,113,80,Truck,24,56,96,0,0,0,0,0,Medium
Urban,Dry,Rainy,39,50,Car,29,75,65,1,1,0,0,1,Low
Urban,Dry,Cloudy,33,50,Car,26,52,90,1,0,0,0,1,Low
Highway,Wet,Sunny,119,80,Car,30,56,85,1,1,1,0,1,Medium
Rural,Dry,Cloudy,20,40,Truck,25,69,69,0,1,1,1,1,Low
Urban,Dry,Fog,73,50,Car,20,86,47,0,1,1,0,0,Medium
Highway,Wet,Cloudy,118,80,Bus,31,50,84,0,1,0,1,0,Medium
Rural,Dry,Cloudy,25,40,Truck,30,43,82,0,0,0,0,1,Low
Highway,Dry,Sunny,114,80,Bus,39,47,87,0,0,1,0,1,Low
Rural,Damaged,Rainy,45,40,Car,28,88,40,0,1,0,0,1,Medium
Urban,Wet,Cloudy,76,50,Bike,30,44,86,1,0,1,1,0,Medium
Rural,Dry,Fog,43,40,Bike,22,92,29,1,0,0,1,0,Medium
Urban,Damaged,Sunny,59,50,Bus,34,47,71,1,1,0,0,1,Medium
Rural,Dry,Fog,58,40,Truck,24,91,41,0,1,1,0,1,Medium
Highway,Dry,Fog,62,80,Bike,23,92,10,1,1,0,0,1,Medium
Rural,Dry,Rainy,29,40,Car,26,83,38,0,1,1,1,0,Medium
Urban,Wet,Sunny,49,50,Car,32,57,85,1,1,1,0,0,Medium
Highway,Wet,Sunny,90,80,Car,39,49,62,1,0,0,0,0,Medium
Rural,Wet,Storm,45,40,Car,27,87,40,0,0,0,1,1,Medium
Rural,Dry,Sunny,39,40,Truck,39,36,63,1,1,1,1,0,Low
Highway,Dry,Rainy,100,80,Bike,27,89,66,0,1,0,1,1,Medium
Highway,Wet,Rainy,63,80,Bus,27,85,57,1,0,1,1,0,Medium
Rural,Wet,Rainy,37,40,Car,26,81,62,1,0,0,1,0,Medium
Highway,Dry,Sunny,113,80,Truck,39,36,64,0,0,0,1,1,Low
Rural,Dry,Rainy,22,40,Bus,24,89,34,1,0,0,1,1,Medium
Rural,Dry,Cloudy,56,40,Truck,31,63,60,1,1,0,1,1,Medium
Urban,Dry,Rainy,39,50,Car,25,82,67,0,1,1,1,1,Medium
Urban,Dry,Cloudy,77,50,Bike,28,47,66,0,1,0,1,1,Low
Rural,Wet,Storm,44,40,Bus,26,96,34,0,0,0,1,0,High
Urban,Dry,Fog,47,50,Bus,24,92,30,1,0,1,1,1,Medium
Rural,Dry,Fog,29,40,Bus,22,98,23,1,0,0,1,1,Medium
Rural,Dry,Storm,61,40,Truck,25,97,21,0,0,0,1,0,Medium
Rural,Wet,Sunny,44,40,Truck,34,50,69,0,0,1,0,1,Medium
Highway,Damaged,Sunny,91,80,Truck,34,50,98,1,0,1,1,0,Medium
Highway,Dry,Storm,90,80,Bike,26,86,14,1,1,1,0,0,High
Urban,Wet,Storm,38,50,Car,23,86,27,1,1,1,1,1,High
Rural,Dry,Cloudy,23,40,Truck,28,51,93,1,1,1,0,1,Low
Rural,Dry,Sunny,39,40,Bus,33,51,75,0,1,1,0,1,Low
Highway,Dry,Rainy,83,80,Bike,28,78,36,0,1,0,0,0,Medium
Urban,Dry,Cloudy,70,50,Truck,26,41,83,0,0,0,0,1,Low
Rural,Dry,Cloudy,49,40,Car,25,43,78,0,0,0,0,0,Low
Urban,Dry,Rainy,33,50,Truck,28,87,44,1,0,0,1,1,Low
Highway,Dry,Rainy,90,80,Bus,27,79,59,0,1,0,0,1,Medium
Urban,Dry,Storm,45,50,Bike,21,91,24,0,1,1,1,1,Medium
Highway,Wet,Sunny,97,80,Bike,38,31,87,0,0,1,1,0,Medium
Urban,Wet,Storm,53,50,Car,20,92,39,1,0,0,0,0,High
Highway,Dry,Fog,113,80,Car,18,98,39,0,0,1,1,0,Medium
Rural,Damaged,Sunny,55,40,Truck,35,50,96,1,1,1,0,0,Medium
Highway,Dry,Fog,106,80,Bus,24,96,41,1,1,1,1,0,Medium
Urban,Dry,Cloudy,61,50,Car,26,47,89,1,1,1,0,1,Medium
Highway,Wet,Fog,109,80,Bike,23,85,18,1,1,0,0,0,High
Highway,Damaged,Storm,87,80,Truck,27,94,18,1,0,1,1,0,High
Highway,Dry,Rainy,75,80,Truck,28,91,53,1,0,1,1,1,Medium
Highway,Dry,Cloudy,107,80,Truck,29,52,64,0,1,1,1,1,Medium
Highway,Damaged,Sunny,70,80,Car,28,41,97,1,1,0,0,0,Low
Urban,Damaged,Storm,62,50,Bike,26,87,38,0,1,0,0,0,High
Highway,Wet,Fog,77,80,Bike,24,85,48,0,0,1,1,0,Medium
Highway,Dry,Rainy,60,80,Car,22,88,32,0,0,1,0,1,Medium
Rural,Dry,Sunny,30,40,Bus,31,57,69,0,0,1,1,0,Low
Urban,Dry,Cloudy,78,50,Bus,27,51,67,0,0,0,1,1,Low
Urban,Wet,Rainy,44,50,Car,26,72,37,1,1,1,1,1,High
Urban,Dry,Rainy,75,50,Car,29,92,33,1,0,0,1,1,Medium
Highway,Wet,Fog,112,80,Car,20,99,35,1,1,0,1,1,High
Urban,Dry,Storm,73,50,Bus,27,91,28,0,0,0,0,0,Medium
Urban,Dry,Sunny,30,50,Bus,38,42,60,1,0,1,1,0,Low
Highway,Dry,Cloudy,95,80,Truck,25,52,97,1,1,0,1,1,Medium
Rural,Dry,Storm,38,40,Bike,24,95,11,1,0,1,0,0,Medium
Highway,Dry,Storm,73,80,Truck,27,97,11,1,0,0,1,0,Medium
Urban,Dry,Storm,60,50,Car,25,92,27,0,0,1,0,1,Medium
Highway,Dry,Storm,100,80,Bike,24,95,23,0,0,1,1,1,Medium
Rural,Dry,Storm,54,40,Car,27,80,30,0,0,0,1,1,Medium
Highway,Dry,Storm,110,80,Truck,22,97,38,1,1,1,1,0,High
Highway,Dry,Sunny,78,80,Car,31,55,77,1,0,1,1,1,Low
Rural,Dry,Cloudy,38,40,Bus,31,58,98,1,1,0,1,1,Low
Highway,Dry,Fog,69,80,Car,20,98,42,0,0,1,0,1,Low
Rural,Damaged,Sunny,51,40,Truck,38,45,87,0,1,0,0,0,Medium
Highway,Dry,Sunny,77,80,Car,31,34,83,1,1,1,0,0,Low
Highway,Dry,Storm,103,80,Car,27,80,44,0,1,1,0,1,Medium
Rural,Dry,Rainy,64,40,Bike,22,81,50,0,1,1,0,1,Medium
Rural,Dry,Storm,21,40,Car,20,92,40,1,0,0,0,1,Low
Highway,Dry,Cloudy,63,80,Bike,24,55,71,1,1,1,1,1,Low
Urban,Dry,Sunny,55,50,Car,30,32,97,1,1,0,1,1,Medium
Urban,Damaged,Sunny,65,50,Bike,32,55,92,1,1,0,0,0,Medium
Highway,Dry,Storm,64,80,Truck,27,80,14,0,0,1,1,0,Medium
Highway,Dry,Rainy,84,80,Truck,27,90,48,1,1,1,1,1,Medium
Highway,Dry,Sunny,65,80,Truck,29,58,79,1,0,1,1,1,Low
Highway,Wet,Cloudy,112,80,Bike,29,53,71,0,1,1,1,1,Medium
Rural,Wet,Cloudy,47,40,Truck,29,43,93,1,1,1,0,0,Medium
Urban,Damaged,Fog,74,50,Truck,22,88,15,0,0,1,1,0,High
Highway,Wet,Rainy,118,80,Bike,23,70,43,0,1,1,1,1,High
Rural,Dry,Cloudy,47,40,Bus,28,47,77,1,1,1,1,1,Medium
Urban,Dry,Storm,62,50,Truck,21,81,12,0,0,0,0,1,Medium
Urban,Wet,Storm,45,50,Bus,23,93,40,1,1,0,1,0,Medium
Rural,Dry,Fog,31,40,Car,24,92,38,0,0,0,0,1,Medium
Urban,Dry,Fog,32,50,Bus,18,87,39,1,1,1,0,1,Medium
Rural,Dry,Sunny,48,40,Bus,29,46,82,1,1,0,1,1,Medium
Highway,Dry,Storm,94,80,Car,27,80,41,1,0,0,0,0,Medium
Rural,Damaged,Fog,65,40,Car,20,94,35,0,0,1,1,1,High
Highway,Wet,Rainy,114,80,Truck,24,74,52,0,1,1,1,1,High
Rural,Dry,Sunny,62,40,Bus,35,41,68,1,1,0,0,0,Low
Highway,Dry,Rainy,74,80,Car,26,87,43,1,0,1,0,0,Low
Highway,Wet,Storm,87,80,Car,21,97,47,1,0,1,0,1,Medium
Urban,Damaged,Fog,67,50,Truck,18,93,46,1,0,1,0,0,Medium
Highway,Dry,Fog,102,80,Car,22,97,27,0,1,0,0,1,Medium
Highway,Damaged,Cloudy,109,80,Bike,29,68,91,1,1,0,0,1,Medium
Highway,Dry,Rainy,60,80,Truck,23,76,64,0,1,0,1,1,Low
Rural,Dry,Sunny,26,40,Car,37,35,99,0,0,0,0,0,Low
Rural,Dry,Rainy,22,40,Bike,27,86,48,1,0,0,1,0,Low
Highway,Damaged,Cloudy,110,80,Truck,27,47,94,1,1,0,1,0,Medium
Urban,Dry,Sunny,56,50,Bus,30,48,97,1,0,1,0,1,Low
Rural,Dry,Storm,62,40,Car,26,80,48,1,0,0,1,1,Medium
Highway,Wet,Storm,101,80,Bike,23,95,47,0,0,1,1,0,Medium
Urban,Damaged,Sunny,58,50,Car,30,31,81,0,1,1,1,1,Medium
Rural,Dry,Fog,38,40,Truck,21,87,31,0,0,1,1,0,Medium
Rural,Wet,Fog,47,40,Bus,24,86,39,1,0,0,0,0,High
Rural,Dry,Fog,55,40,Car,20,97,40,1,0,0,0,0,Medium
Highway,Wet,Storm,86,80,Car,20,98,32,1,0,0,1,0,High
Highway,Wet,Rainy,91,80,Bike,28,72,64,1,1,1,1,0,High
Rural,Dry,Sunny,57,40,Bike,30,30,69,0,0,1,0,1,Low
Highway,Wet,Storm,61,80,Bike,21,93,26,1,0,0,0,1,Medium
Urban,Dry,Cloudy,58,50,Truck,26,46,61,1,0,1,1,1,Medium
Urban,Damaged,Sunny,71,50,Bus,35,47,97,1,1,1,1,0,Medium
Urban,Dry,Sunny,70,50,Truck,32,48,97,1,0,1,0,0,Low
Highway,Wet,Fog,94,80,Bus,18,90,18,0,1,1,1,0,High
Rural,Dry,Cloudy,57,40,Truck,26,43,61,1,0,1,1,1,Medium
Highway,Dry,Rainy,107,80,Bike,25,86,66,1,1,0,1,0,Medium
Urban,Dry,Sunny,61,50,Bike,29,49,78,0,0,1,1,0,Low
Highway,Wet,Rainy,64,80,Car,22,92,68,1,0,0,0,0,Medium
Urban,Dry,Storm,32,50,Car,22,99,42,1,1,1,0,1,Medium
Urban,Damaged,Rainy,34,50,Truck,22,75,45,0,1,1,1,0,Medium
Highway,Wet,Sunny,105,80,Bus,36,53,93,1,0,0,1,1,Medium
Urban,Dry,Storm,65,50,Truck,27,85,42,1,0,1,1,1,Medium
Rural,Dry,Cloudy,38,40,Bus,28,40,86,1,1,1,1,0,Low
Rural,Wet,Cloudy,34,40,Bus,28,64,75,1,1,0,1,0,Medium
Urban,Wet,Cloudy,48,50,Car,30,42,69,0,1,0,0,1,Low
Urban,Dry,Fog,61,50,Bike,23,93,25,1,1,0,1,0,High
Urban,Dry,Storm,62,50,Truck,23,91,22,1,1,0,1,0,High
Rural,Wet,Fog,21,40,Bike,23,88,38,1,0,0,1,1,Medium
Urban,Wet,Rainy,33,50,Truck,28,81,40,1,1,1,0,1,Medium
Urban,Wet,Fog,31,50,Car,18,92,27,1,1,0,0,1,Medium
Rural,Wet,Storm,67,40,Truck,25,95,34,1,1,1,1,0,High
Urban,Dry,Storm,54,50,Bike,25,98,17,1,0,1,0,0,Medium
Urban,Dry,Storm,42,50,Truck,24,82,31,0,0,1,0,0,Medium
Highway,Wet,Sunny,88,80,Truck,29,39,62,0,0,1,0,1,Medium
Urban,Dry,Rainy,35,50,Truck,29,83,49,1,1,0,0,0,Low
Highway,Wet,Sunny,93,80,Truck,33,33,74,1,0,0,0,0,Medium
Urban,Dry,Rainy,36,50,Truck,28,89,35,1,0,1,0,1,Medium
Rural,Dry,Storm,24,40,Truck,21,93,43,0,0,0,1,0,Low
Rural,Damaged,Sunny,47,40,Car,31,56,95,1,0,1,0,1,Medium
Rural,Damaged,Rainy,55,40,Bike,26,85,52,0,1,1,1,1,High
Highway,Wet,Rainy,84,80,Truck,24,70,42,0,1,0,1,0,Medium
Urban,Dry,Fog,62,50,Truck,20,98,22,1,0,1,1,0,High
Urban,Dry,Fog,73,50,Truck,24,99,14,0,0,0,1,0,Medium
Urban,Dry,Fog,48,50,Bus,19,90,40,0,0,1,0,0,Low
Urban,Dry,Cloudy,54,50,Car,27,48,62,0,1,1,1,0,Medium
Rural,Dry,Rainy,43,40,Truck,29,86,33,0,0,1,1,1,Medium
Urban,Wet,Cloudy,65,50,Bike,27,54,70,0,0,1,0,1,Medium
Urban,Dry,Fog,32,50,Bike,21,94,14,0,0,1,1,1,Medium
Urban,Dry,Storm,39,50,Truck,23,81,49,1,0,1,1,1,Medium
Highway,Damaged,Cloudy,91,80,Bike,25,59,92,1,1,0,1,1,Medium
Urban,Dry,Storm,34,50,Car,25,93,40,0,0,1,0,1,Low
Urban,Dry,Sunny,66,50,Bus,29,32,67,1,0,1,0,1,Low
Urban,Dry,Sunny,76,50,Car,35,43,84,1,0,0,0,0,Low
Rural,Dry,Fog,45,40,Truck,18,90,41,1,1,1,1,1,Medium
Urban,Dry,Storm,33,50,Truck,22,80,29,0,0,1,1,1,Medium
Rural,Dry,Fog,58,40,Truck,24,96,37,1,1,1,0,1,High
Highway,Damaged,Cloudy,86,80,Truck,24,59,97,0,1,1,0,1,Medium
Highway,Wet,Rainy,97,80,Bike,25,83,43,0,1,0,0,0,Medium
Urban,Dry,Sunny,45,50,Bus,38,33,67,0,1,0,0,1,Low
Highway,Damaged,Rainy,86,80,Bike,23,80,67,1,0,1,1,1,High
Urban,Dry,Storm,36,50,Car,23,84,44,1,0,1,0,1,Low
Urban,Damaged,Storm,38,50,Bike,25,97,20,0,1,0,1,0,Medium
Highway,Dry,Cloudy,105,80,Bus,28,50,84,1,1,1,0,0,Medium
Highway,Dry,Rainy,95,80,Bike,28,87,37,0,1,1,1,0,High
Urban,Wet,Cloudy,69,50,Bus,27,52,96,1,0,0,1,0,Medium
Highway,Dry,Fog,61,80,Car,20,90,29,0,1,1,1,0,Medium
Rural,Wet,Cloudy,65,40,Truck,27,50,83,0,1,0,0,0,Medium
Urban,Wet,Fog,58,50,Bike,22,98,29,1,0,0,1,0,High
Rural,Wet,Fog,65,40,Truck,21,95,31,0,0,1,0,1,High
Rural,Dry,Rainy,43,40,Bike,24,71,48,0,1,0,0,0,Medium
Urban,Dry,Cloudy,77,50,Car,26,58,89,0,0,1,0,0,Low
Urban,Wet,Storm,35,50,Car,25,96,46,1,0,1,1,1,Medium
Urban,Wet,Storm,32,50,Truck,20,93,38,1,0,0,0,1,Medium
Highway,Dry,Fog,79,80,Bike,18,99,20,1,0,0,1,0,Medium
Rural,Dry,Fog,60,40,Truck,20,87,16,1,1,1,1,1,High
Highway,Wet,Cloudy,106,80,Bike,24,44,94,0,1,1,0,0,Medium
Highway,Dry,Storm,60,80,Car,20,96,15,1,0,0,1,1,Medium
Urban,Dry,Rainy,62,50,Bike,22,75,43,0,1,0,1,1,Medium
Highway,Damaged,Rainy,61,80,Car,23,91,55,1,0,1,0,1,Medium
Urban,Wet,Cloudy,37,50,Truck,30,56,72,1,1,0,0,0,Low
Highway,Dry,Storm,82,80,Car,21,97,22,0,1,1,0,1,Medium
Highway,Dry,Storm,82,80,Bus,20,84,26,0,0,0,0,1,Medium
Urban,Wet,Rainy,54,50,Car,29,85,38,0,1,1,0,0,High
Highway,Damaged,Fog,111,80,Bus,20,86,19,0,0,1,1,1,High
Rural,Dry,Storm,60,40,Car,23,88,28,1,0,0,1,1,Medium
Rural,Dry,Cloudy,35,40,Truck,26,60,61,0,1,1,1,1,Low
Urban,Dry,Storm,77,50,Car,26,82,45,1,0,0,0,0,Medium
Highway,Dry,Sunny,93,80,Bus,35,40,69,1,0,1,1,0,Medium
Highway,Dry,Cloudy,60,80,Bus,31,60,81,0,0,1,0,1,Low
Rural,Wet,Storm,60,40,Bike,21,90,22,1,0,1,1,1,High
Rural,Dry,Cloudy,29,40,Car,29,50,62,1,0,1,0,0,Low
Urban,Dry,Sunny,61,50,Bus,30,48,79,1,1,0,0,0,Low
Highway,Dry,Storm,105,80,Truck,20,86,12,1,1,0,0,0,Medium
Rural,Dry,Rainy,23,40,Truck,29,83,40,1,0,1,0,0,Low
Urban,Wet,Cloudy,73,50,Car,25,63,88,0,1,0,0,0,Medium
Highway,Dry,Storm,86,80,Bus,23,91,48,1,0,0,0,0,Medium
Urban,Dry,Cloudy,41,50,Bus,28,53,99,1,1,0,0,1,Low
Rural,Dry,Storm,63,40,Truck,26,86,15,0,1,1,1,0,High
Urban,Wet,Sunny,78,50,Car,39,47,86,0,0,0,1,0,Medium
Rural,Damaged,Storm,60,40,Bus,23,82,17,1,0,1,1,1,High
Urban,Dry,Fog,51,50,Bike,21,92,23,0,1,1,1,0,High
Urban,Damaged,Sunny,71,50,Bike,33,40,90,0,0,1,1,1,Medium
Rural,Dry,Fog,69,40,Bus,20,88,39,1,0,1,1,0,High
Urban,Dry,Rainy,79,50,Bike,26,92,55,0,1,0,0,0,Medium
Urban,Damaged,Fog,77,50,Bus,24,85,27,0,1,1,1,0,High
Rural,Wet,Fog,64,40,Bike,23,90,28,1,1,1,0,0,High
Rural,Dry,Rainy,64,40,Bus,23,84,47,0,1,1,1,1,Medium
Urban,Wet,Cloudy,60,50,Truck,24,55,81,0,1,0,0,1,Medium
Urban,Wet,Cloudy,30,50,Bus,26,48,92,0,0,0,0,0,Low
Rural,Wet,Fog,69,40,Bus,20,92,27,1,1,0,0,0,High
Rural,Dry,Cloudy,36,40,Truck,28,59,66,1,0,0,0,1,Low
Urban,Damaged,Sunny,78,50,Truck,38,53,79,0,0,1,1,1,Medium
Rural,Wet,Sunny,44,40,Bike,32,41,82,1,1,0,0,0,Medium
Highway,Dry,Rainy,108,80,Bike,22,86,37,0,0,1,0,0,Medium
Highway,Dry,Sunny,63,80,Car,31,45,71,1,1,1,1,1,Low
Rural,Dry,Cloudy,59,40,Car,26,48,64,1,1,1,1,1,Medium
Highway,Dry,Rainy,63,80,Truck,24,93,64,0,1,0,1,0,Low
Urban,Dry,Fog,61,50,Bus,22,88,10,0,1,1,1,1,High
Highway,Wet,Cloudy,117,80,Bus,24,69,62,1,0,1,1,1,Medium
Urban,Wet,Fog,37,50,Bus,20,89,42,0,0,1,1,0,Medium
Rural,Dry,Fog,43,40,Bus,18,94,42,0,1,1,1,1,Medium
Highway,Dry,Rainy,111,80,Bus,24,77,59,0,1,0,0,0,Medium
Highway,Dry,Sunny,72,80,Truck,33,47,93,1,0,1,1,1,Low
Urban,Dry,Sunny,48,50,Car,35,59,65,1,0,1,0,0,Low
Rural,Dry,Rainy,24,40,Bus,27,74,59,0,0,1,1,0,Low
Urban,Damaged,Cloudy,35,50,Car,31,55,61,0,0,1,0,1,Low
Highway,Damaged,Fog,70,80,Car,19,87,32,1,0,1,0,0,Medium
Rural,Dry,Rainy,53,40,Car,29,82,61,1,0,0,1,1,Medium
Rural,Wet,Rainy,61,40,Car,29,82,60,0,0,1,0,0,Medium
Highway,Wet,Sunny,100,80,Bike,31,57,77,1,0,1,0,0,Medium
Highway,Dry,Sunny,78,80,Bike,28,48,69,0,1,0,0,0,Low
Highway,Wet,Sunny,108,80,Bus,31,58,91,1,1,0,0,1,Medium
Rural,Wet,Storm,34,40,Bike,25,82,18,0,0,0,1,1,Medium
Highway,Dry,Cloudy,95,80,Bike,24,50,67,0,0,1,0,1,Low
Highway,Damaged,Fog,63,80,Bus,24,96,40,1,1,1,1,1,Medium
Urban,Wet,Cloudy,69,50,Bike,30,45,74,0,0,0,0,1,Medium
Rural,Dry,Sunny,35,40,Car,29,53,78,0,1,0,0,1,Low
Rural,Dry,Fog,61,40,Bus,19,91,39,1,1,1,1,0,High
Urban,Dry,Fog,58,50,Car,19,95,34,1,0,0,0,1,Medium
Highway,Dry,Sunny,95,80,Bike,37,40,70,1,0,0,0,0,Low
Highway,Wet,Storm,88,80,Bike,26,95,10,0,0,1,1,1,High
Highway,Dry,Sunny,118,80,Car,34,52,76,1,0,0,0,0,Low
Highway,Dry,Cloudy,62,80,Bike,27,59,86,1,1,1,0,1,Low
Urban,Wet,Sunny,55,50,Truck,32,30,62,1,0,0,1,1,Medium
Highway,Wet,Cloudy,91,80,Bus,24,43,66,0,0,0,1,0,Medium
